1, 6.851180e-07
2, 6.816885e-07
3, 6.859045e-07
4, 6.058695e-07
5, 5.974455e-07
6, 6.081195e-07
7, 6.032125e-07
8, 6.309995e-07
9, 6.374855e-07
10, 6.329875e-07
20, 6.447440e-07
30, 6.489710e-07
40, 6.548160e-07
50, 6.507240e-07
60, 6.801050e-07
70, 6.844025e-07
80, 2.268753e-06
90, 1.074316e-06
100, 1.086451e-06
200, 1.154357e-06
300, 1.191144e-06
400, 1.210400e-06
500, 1.244779e-06
600, 1.273679e-06
700, 1.341361e-06
800, 1.392292e-06
900, 1.424459e-06
1000, 1.441867e-06
2000, 1.773213e-06
3000, 1.956720e-06
4000, 2.113355e-06
5000, 2.289869e-06
6000, 2.454223e-06
7000, 2.648757e-06
8000, 2.850279e-06
9000, 3.151717e-06
10000, 3.279591e-06
20000, 4.393527e-06
30000, 5.573531e-06
40000, 6.798676e-06
50000, 8.231737e-06
60000, 9.613469e-06
70000, 1.113684e-05
80000, 1.266932e-05
90000, 1.416264e-05
100000, 1.612791e-05